id,x,y
5447,-60.131677256673484,0.9932590767007521
7772,53.23310995089455,50.39284141387062
7235,-56.8442321149918,-32.43786949979213
6033,69.22606265072794,-44.04473615121137
2757,-39.161968079636885,46.693802150047716
6566,76.42102068585197,-4.549664987782419
9954,-38.192049487711216,49.92314194616242
8322,41.55888697590553,-69.14785064876656
7413,73.69888455117851,-38.137854830686194
3462,-27.77314543692647,-70.19146086361899
9637,9.239351664939848,-72.16439224925392
3495,52.795041814987556,48.793064768304085
2358,25.449963714255794,-70.63706186007677
8333,-42.42767991085771,-60.67328771977322
6355,-28.20450213044522,53.908232959752524
3062,60.64314600723649,-57.39461754504098
4256,-61.63625648069716,-26.162495986927116
3137,65.40512907003617,-52.23727668623481
6746,5.969490835153682,64.10694922509047
9476,-70.4475883432299,-13.83466701968287
7336,99.7943176108613,88.8862917958464
5633,79.7393695375974,-13.687437352458028
2077,-31.04062081394474,76.72645741532367
4398,-35.10223287194092,37.45921726644844
2960,86.92710595054169,108.16223127238486
9527,30.61614001552834,-24.9722920949627
9534,9.545863616404082,-19.961541285205584
1014,-20.195969580725354,103.26585554322294
5343,-36.00377951164626,49.03710142511568
9860,111.67271980802616,75.92895253545512
3666,33.683286326921795,122.90384158991284
6363,106.63358953457283,73.71522633468724
6002,-21.308042211064972,93.73418978910846
7915,105.08455602893147,71.4392801421167
4801,-5.054519953228044,-6.6306437560741385
1158,-22.570776192031097,12.73289468307302
3385,74.08003857779379,-15.794111573710927
9714,1.3020114109781518,-13.635314068093335
4382,-7.166303938157821,110.99747251855649
3750,53.453244201526935,-27.086903915502106
6513,130.02858795113139,-65.34645548059203
2418,84.38990375553448,121.75576854565031
1537,-20.09904408685307,-116.09143851598635
5301,65.66559257810133,85.85575747877516
9812,142.19104935834645,-192.25479691581145
5097,18.20738989661197,-96.19103756496825
5298,59.71503915093541,49.78718672804274
4864,89.96183092455487,97.33564679485949
5562,138.89513219699217,101.25343296669865
1807,-48.538627698428684,-0.8298826531602117
7870,103.98550294596333,-131.28842012828744
5038,119.80316462646192,36.83523747342744
9198,162.81138836960122,-188.594358820419
6434,-90.36928110468527,15.789416493711173
7252,168.1411787537428,111.16234224724025
2433,30.268053968836426,-24.946959001016864
4648,-144.81249932858643,193.7475041555271
4342,-168.74169073274894,2.0821538247747355
7553,11.38921002738823,-177.22911295725234
2984,-134.32595212969628,-146.57106703515183
2743,-176.21056412546184,-176.276586214872
5198,52.629013336042874,34.80854943500992
8135,106.65335178035662,-58.700488771950944
3166,62.789141973447045,59.04752532317622
3951,-131.53432107928126,-88.18591013956585
3376,-56.352963980319515,-36.56043484910799
9809,181.63828724806456,-170.99335175902408
7911,-133.51721208206348,-170.76477329835052
2627,-114.48458436412156,33.78810505592594
2759,89.83452857891098,-83.01369081338281
4216,-115.93395812452778,13.066882612662226
1542,-52.09601427060875,-175.6552958902098
9719,135.82909205149758,187.80251690243944
3674,5.2716198925698015,19.660153845430308
9277,-9.377282118085995,-3.8694999706727375
4823,1.2351881379988916,0.2956013278522602
8937,14.219526485212945,-8.066467624994225
4683,-8.635590957095529,-2.2045117144296995
7867,-0.03221381838410759,-0.15453843214669885
6488,-9.43258095620274,7.281067001565757
2732,-0.17769709889429347,-23.39351097517189
4331,-183.4447360194573,202.98833025189577
8485,-181.20833510608375,162.85438007180423
4892,-181.0305816174356,127.52214671469949
2548,-179.24061427591025,92.241957815302
4931,-184.95190265375265,54.212049680541284
2938,-181.84030360455702,22.172873391359655
7705,-184.39819595148273,-14.510406677536157
2671,-181.07102992323536,-52.21885455420886
3406,-179.21292127949238,-87.3353562446842
8158,-174.24675518637827,-124.54390856869176
2004,-176.81022844384157,-165.86427735105076
5144,-181.11752801685313,-196.50824765545698
